name,images
SKINNY LEATHER PANTS LIMITED EDITION,"['https://static.zara.net/photos///2024/V/0/1/p/1966/306/800/2/w/1920/1966306800_1_1_1.jpg?ts=1707903199882', 'https://static.zara.net/photos///2024/V/0/1/p/1966/306/800/2/w/1920/1966306800_2_1_1.jpg?ts=1707903199108', 'https://static.zara.net/photos///2024/V/0/1/p/1966/306/800/2/w/1920/1966306800_2_2_1.jpg?ts=1707903199112', 'https://static.zara.net/photos///2024/V/0/1/p/1966/306/800/2/w/1920/1966306800_2_3_1.jpg?ts=1707903197334', 'https://static.zara.net/photos///2024/V/0/1/p/1966/306/800/2/w/1920/1966306800_2_4_1.jpg?ts=1707903197293', 'https://static.zara.net/photos///2024/V/0/1/p/1966/306/800/2/w/1920/1966306800_2_5_1.jpg?ts=1707903197505', 'https://static.zara.net/photos///2024/V/0/1/p/1966/306/800/2/w/1920/1966306800_6_1_1.jpg?ts=1707739733455', 'https://static.zara.net/photos///2024/V/0/1/p/1966/306/800/2/w/1920/1966306800_6_2_1.jpg?ts=1707739733397', 'https://static.zara.net/photos///2024/V/0/1/p/1966/306/800/2/w/1920/1966306800_6_3_1.jpg?ts=1707739735844', 'https://static.zara.net/photos///2024/V/0/1/p/1966/306/800/2/w/1920/1966306800_6_4_1.jpg?ts=1707739735846']"
CONTRASTING BOXER WAIST MIDI SKIRT,"['https://static.zara.net/photos///2024/V/0/1/p/5427/401/818/2/w/1920/5427401818_1_1_1.jpg?ts=1704992319500', 'https://static.zara.net/photos///2024/V/0/1/p/5427/401/818/2/w/1920/5427401818_2_1_1.jpg?ts=1704992320074', 'https://static.zara.net/photos///2024/V/0/1/p/5427/401/818/2/w/1920/5427401818_2_2_1.jpg?ts=1704992319899', 'https://static.zara.net/photos///2024/V/0/1/p/5427/401/818/2/w/1920/5427401818_6_1_1.jpg?ts=1705064237528', 'https://static.zara.net/photos///2024/V/0/1/p/5427/401/818/2/w/1920/5427401818_6_2_1.jpg?ts=1705064237099', 'https://static.zara.net/photos///2024/V/0/1/p/5427/401/818/2/w/1920/5427401818_6_3_1.jpg?ts=1705064238171']"
ANIMAL PRINT SPLIT SKIRT,"['https://static.zara.net/photos///2023/I/0/1/p/2298/222/064/2/w/1920/2298222064_1_1_1.jpg?ts=1683816370873', 'https://static.zara.net/photos///2023/I/0/1/p/2298/222/064/2/w/1920/2298222064_2_1_1.jpg?ts=1683816373041', 'https://static.zara.net/photos///2023/I/0/1/p/2298/222/064/2/w/1920/2298222064_2_2_1.jpg?ts=1683816373013', 'https://static.zara.net/photos///2023/I/0/1/p/2298/222/064/2/w/1920/2298222064_2_3_1.jpg?ts=1683816370487', 'https://static.zara.net/photos///2023/I/0/1/p/2298/222/064/2/w/1920/2298222064_2_4_1.jpg?ts=1683816373442', 'https://static.zara.net/photos///2023/I/0/1/p/2298/222/064/2/w/1920/2298222064_6_1_1.jpg?ts=1684151208394', 'https://static.zara.net/photos///2023/I/0/1/p/2298/222/064/2/w/1920/2298222064_6_2_1.jpg?ts=1684151208497', 'https://static.zara.net/photos///2023/I/0/1/p/2298/222/064/2/w/1920/2298222064_6_3_1.jpg?ts=1684151210447']"
NYLON SKORT,"['https://static.zara.net/photos///2023/I/0/1/p/4391/507/800/17/w/1920/4391507800_1_1_1.jpg?ts=1694704199253', 'https://static.zara.net/photos///2023/I/0/1/p/4391/507/800/17/w/1920/4391507800_2_1_1.jpg?ts=1694704196924', 'https://static.zara.net/photos///2023/I/0/1/p/4391/507/800/17/w/1920/4391507800_2_2_1.jpg?ts=1694704196843', 'https://static.zara.net/photos///2023/I/0/1/p/4391/507/800/17/w/1920/4391507800_2_3_1.jpg?ts=1694704199487', 'https://static.zara.net/photos///2023/I/0/1/p/4391/507/800/2/w/1920/4391507800_6_1_1.jpg?ts=1693551971237', 'https://static.zara.net/photos///2023/I/0/1/p/4391/507/800/2/w/1920/4391507800_6_2_1.jpg?ts=1693551975069', 'https://static.zara.net/photos///2023/I/0/1/p/4391/507/800/2/w/1920/4391507800_6_3_1.jpg?ts=1693551989055', 'https://static.zara.net/photos///2023/I/0/1/p/4391/507/800/2/w/1920/4391507800_6_4_1.jpg?ts=1693551972134']"
GOLDEN BUTTON KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/3991/001/800/2/w/1920/3991001800_6_1_1.jpg?ts=1703172088487', 'https://static.zara.net/photos///2024/V/0/1/p/3991/001/800/3/w/1920/3991001800_1_1_1.jpg?ts=1706275007090', 'https://static.zara.net/photos///2024/V/0/1/p/3991/001/800/3/w/1920/3991001800_2_1_1.jpg?ts=1706275007273', 'https://static.zara.net/photos///2024/V/0/1/p/3991/001/800/2/w/1920/3991001800_6_2_1.jpg?ts=1703088157152', 'https://static.zara.net/photos///2024/V/0/1/p/3991/001/800/2/w/1920/3991001800_6_3_1.jpg?ts=1703088157479', 'https://static.zara.net/photos///2024/V/0/1/p/3991/001/800/2/w/1920/3991001800_6_4_1.jpg?ts=1703088157370', 'https://static.zara.net/photos///2024/V/0/1/p/3991/001/800/2/w/1920/3991001800_6_5_1.jpg?ts=1703088156958']"
CHUNKY KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/5802/001/401/2/w/1920/5802001401_1_1_1.jpg?ts=1707247060185', 'https://static.zara.net/photos///2024/V/0/1/p/5802/001/401/2/w/1920/5802001401_2_1_1.jpg?ts=1707247060072', 'https://static.zara.net/photos///2024/V/0/1/p/5802/001/401/2/w/1920/5802001401_2_2_1.jpg?ts=1707247060089', 'https://static.zara.net/photos///2024/V/0/1/p/5802/001/401/2/w/1920/5802001401_2_3_1.jpg?ts=1707247060124', 'https://static.zara.net/photos///2024/V/0/1/p/5802/001/401/2/w/1920/5802001401_2_4_1.jpg?ts=1707247059914', 'https://static.zara.net/photos///2024/V/0/1/p/5802/001/401/2/w/1920/5802001401_6_1_1.jpg?ts=1707240791112', 'https://static.zara.net/photos///2024/V/0/1/p/5802/001/401/2/w/1920/5802001401_6_2_1.jpg?ts=1707240790719', 'https://static.zara.net/photos///2024/V/0/1/p/5802/001/401/2/w/1920/5802001401_6_3_1.jpg?ts=1707240793219', 'https://static.zara.net/photos///2024/V/0/1/p/5802/001/401/2/w/1920/5802001401_6_4_1.jpg?ts=1707240793088']"
PEARL KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/4331/007/712/2/w/1920/4331007712_1_1_1.jpg?ts=1707222929458', 'https://static.zara.net/photos///2024/V/0/1/p/4331/007/712/2/w/1920/4331007712_2_1_1.jpg?ts=1707222931772', 'https://static.zara.net/photos///2024/V/0/1/p/4331/007/712/2/w/1920/4331007712_2_2_1.jpg?ts=1707222930202', 'https://static.zara.net/photos///2024/V/0/1/p/4331/007/712/2/w/1920/4331007712_2_3_1.jpg?ts=1707222927773', 'https://static.zara.net/photos///2024/V/0/1/p/4331/007/712/2/w/1920/4331007712_2_4_1.jpg?ts=1707222931364', 'https://static.zara.net/photos///2024/V/0/1/p/4331/007/712/2/w/1920/4331007712_2_5_1.jpg?ts=1707222931235', 'https://static.zara.net/photos///2024/V/0/1/p/4331/007/712/2/w/1920/4331007712_6_1_1.jpg?ts=1707240793666', 'https://static.zara.net/photos///2024/V/0/1/p/4331/007/712/2/w/1920/4331007712_6_2_1.jpg?ts=1707240791336', 'https://static.zara.net/photos///2024/V/0/1/p/4331/007/712/2/w/1920/4331007712_6_3_1.jpg?ts=1707240790937', 'https://static.zara.net/photos///2024/V/0/1/p/4331/007/712/2/w/1920/4331007712_6_4_1.jpg?ts=1707240790201']"
BOWS KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/5755/009/676/2/w/1920/5755009676_1_1_1.jpg?ts=1707931480329', 'https://static.zara.net/photos///2024/V/0/1/p/5755/009/676/2/w/1920/5755009676_2_1_1.jpg?ts=1707931480425', 'https://static.zara.net/photos///2024/V/0/1/p/5755/009/676/2/w/1920/5755009676_6_1_1.jpg?ts=1707930532158', 'https://static.zara.net/photos///2024/V/0/1/p/5755/009/676/2/w/1920/5755009676_6_2_1.jpg?ts=1707930532114', 'https://static.zara.net/photos///2024/V/0/1/p/5755/009/676/2/w/1920/5755009676_6_3_1.jpg?ts=1707930536954', 'https://static.zara.net/photos///2024/V/0/1/p/5755/009/676/2/w/1920/5755009676_6_4_1.jpg?ts=1707930543970', 'https://static.zara.net/photos///2024/V/0/1/p/5755/009/676/2/w/1920/5755009676_6_5_1.jpg?ts=1707930541247']"
KNIT CARDIGAN WITH SHORT SLEEVES,"['https://static.zara.net/photos///2024/V/0/1/p/5536/003/809/2/w/1920/5536003809_2_1_1.jpg?ts=1704905739295', 'https://static.zara.net/photos///2024/V/0/1/p/5536/003/809/2/w/1920/5536003809_1_1_1.jpg?ts=1704905738664', 'https://static.zara.net/photos///2024/V/0/1/p/5536/003/809/2/w/1920/5536003809_2_2_1.jpg?ts=1704905738392', 'https://static.zara.net/photos///2024/V/0/1/p/5536/003/809/2/w/1920/5536003809_2_3_1.jpg?ts=1704905738450', 'https://static.zara.net/photos///2024/V/0/1/p/5536/003/809/2/w/1920/5536003809_6_1_1.jpg?ts=1704975002841', 'https://static.zara.net/photos///2024/V/0/1/p/5536/003/809/2/w/1920/5536003809_6_2_1.jpg?ts=1704975002815', 'https://static.zara.net/photos///2024/V/0/1/p/5536/003/809/2/w/1920/5536003809_6_3_1.jpg?ts=1704975002859']"
KNIT CARDIGAN WITH GOLDEN BUTTONS,"['https://static.zara.net/photos///2024/V/0/1/p/6427/124/712/12/w/1920/6427124712_1_1_1.jpg?ts=1706276881124', 'https://static.zara.net/photos///2024/V/0/1/p/6427/124/712/12/w/1920/6427124712_2_1_1.jpg?ts=1706276880806', 'https://static.zara.net/photos///2024/V/0/1/p/6427/124/712/12/w/1920/6427124712_2_2_1.jpg?ts=1706276881325', 'https://static.zara.net/photos///2024/V/0/1/p/6427/124/712/12/w/1920/6427124712_2_3_1.jpg?ts=1706276881168', 'https://static.zara.net/photos///2023/I/0/1/p/6427/124/712/2/w/1920/6427124712_6_1_1.jpg?ts=1698770122312', 'https://static.zara.net/photos///2023/I/0/1/p/6427/124/712/2/w/1920/6427124712_6_2_1.jpg?ts=1698770122387', 'https://static.zara.net/photos///2023/I/0/1/p/6427/124/712/2/w/1920/6427124712_6_3_1.jpg?ts=1698770122405', 'https://static.zara.net/photos///2023/I/0/1/p/6427/124/712/2/w/1920/6427124712_6_4_1.jpg?ts=1698770124428']"
WRINKLE LOOK FINE KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/2893/039/612/2/w/1920/2893039612_2_10_1.jpg?ts=1707932732799', 'https://static.zara.net/photos///2024/V/0/1/p/2893/039/612/2/w/1920/2893039612_2_11_1.jpg?ts=1707932732820', 'https://static.zara.net/photos///2024/V/0/1/p/2893/039/612/2/w/1920/2893039612_6_1_1.jpg?ts=1707930319811', 'https://static.zara.net/photos///2024/V/0/1/p/2893/039/612/2/w/1920/2893039612_6_2_1.jpg?ts=1707930319048', 'https://static.zara.net/photos///2024/V/0/1/p/2893/039/612/2/w/1920/2893039612_6_3_1.jpg?ts=1707930322833', 'https://static.zara.net/photos///2024/V/0/1/p/2893/039/612/2/w/1920/2893039612_6_4_1.jpg?ts=1707930321473']"
WOOL BLEND KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/2893/139/712/2/w/1920/2893139712_1_1_1.jpg?ts=1706108960948', 'https://static.zara.net/photos///2024/V/0/1/p/2893/139/712/2/w/1920/2893139712_2_1_1.jpg?ts=1706108962391', 'https://static.zara.net/photos///2024/V/0/1/p/2893/139/712/2/w/1920/2893139712_2_2_1.jpg?ts=1706108962235', 'https://static.zara.net/photos///2024/V/0/1/p/2893/139/712/2/w/1920/2893139712_2_3_1.jpg?ts=1706108960945', 'https://static.zara.net/photos///2024/V/0/1/p/2893/139/712/2/w/1920/2893139712_2_4_1.jpg?ts=1706108961950', 'https://static.zara.net/photos///2024/V/0/1/p/2893/139/712/2/w/1920/2893139712_2_5_1.jpg?ts=1706108962141', 'https://static.zara.net/photos///2024/V/0/1/p/2893/139/712/2/w/1920/2893139712_6_1_1.jpg?ts=1705935099984', 'https://static.zara.net/photos///2024/V/0/1/p/2893/139/712/2/w/1920/2893139712_6_2_1.jpg?ts=1705935099893', 'https://static.zara.net/photos///2024/V/0/1/p/2893/139/712/2/w/1920/2893139712_6_3_1.jpg?ts=1705935098443', 'https://static.zara.net/photos///2024/V/0/1/p/2893/139/712/2/w/1920/2893139712_6_4_1.jpg?ts=1705935098687', 'https://static.zara.net/photos///2024/V/0/1/p/2893/139/712/2/w/1920/2893139712_6_5_1.jpg?ts=1705935100012']"
CASHMERE AND WOOL BLEND FLOWY CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/2893/167/743/2/w/1920/2893167743_1_1_1.jpg?ts=1707931189726', 'https://static.zara.net/photos///2024/V/0/1/p/2893/167/743/2/w/1920/2893167743_6_1_1.jpg?ts=1707930311540', 'https://static.zara.net/photos///2024/V/0/1/p/2893/167/743/2/w/1920/2893167743_6_2_1.jpg?ts=1707930310114', 'https://static.zara.net/photos///2024/V/0/1/p/2893/167/743/2/w/1920/2893167743_6_3_1.jpg?ts=1707930314443', 'https://static.zara.net/photos///2024/V/0/1/p/2893/167/743/2/w/1920/2893167743_6_4_1.jpg?ts=1707930324050', 'https://static.zara.net/photos///2024/V/0/1/p/2893/167/743/2/w/1920/2893167743_6_5_1.jpg?ts=1707930320797', 'https://static.zara.net/photos///2024/V/0/1/p/2893/167/743/2/w/1920/2893167743_6_6_1.jpg?ts=1707930310235']"
CABLE-KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/6771/015/104/2/w/1920/6771015104_1_1_1.jpg?ts=1707227906505', 'https://static.zara.net/photos///2024/V/0/1/p/6771/015/104/2/w/1920/6771015104_2_1_1.jpg?ts=1707227907088', 'https://static.zara.net/photos///2024/V/0/1/p/6771/015/104/2/w/1920/6771015104_2_2_1.jpg?ts=1707296004694', 'https://static.zara.net/photos///2024/V/0/1/p/6771/015/104/2/w/1920/6771015104_2_3_1.jpg?ts=1707323596765', 'https://static.zara.net/photos///2024/V/0/1/p/6771/015/104/2/w/1920/6771015104_6_1_1.jpg?ts=1707136578749', 'https://static.zara.net/photos///2024/V/0/1/p/6771/015/104/2/w/1920/6771015104_6_2_1.jpg?ts=1707136578184', 'https://static.zara.net/photos///2024/V/0/1/p/6771/015/104/2/w/1920/6771015104_6_3_1.jpg?ts=1707136579368', 'https://static.zara.net/photos///2024/V/0/1/p/6771/015/104/2/w/1920/6771015104_6_4_1.jpg?ts=1707136578544']"
TAILORED KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/4192/003/511/2/w/1920/4192003511_1_1_1.jpg?ts=1707931264377', 'https://static.zara.net/photos///2024/V/0/1/p/4192/003/511/2/w/1920/4192003511_2_1_1.jpg?ts=1707931264225', 'https://static.zara.net/photos///2024/V/0/1/p/4192/003/511/2/w/1920/4192003511_2_2_1.jpg?ts=1707931264282', 'https://static.zara.net/photos///2024/V/0/1/p/4192/003/511/2/w/1920/4192003511_6_1_1.jpg?ts=1707930546388', 'https://static.zara.net/photos///2024/V/0/1/p/4192/003/511/2/w/1920/4192003511_6_2_1.jpg?ts=1707930540731', 'https://static.zara.net/photos///2024/V/0/1/p/4192/003/511/2/w/1920/4192003511_6_3_1.jpg?ts=1707930548625']"
BASIC 100% WOOL CARDIGAN,"['https://static.zara.net/photos///2023/I/0/1/p/2893/103/401/17/w/1920/2893103401_1_1_1.jpg?ts=1702545674799', 'https://static.zara.net/photos///2023/I/0/1/p/2893/103/401/17/w/1920/2893103401_2_1_1.jpg?ts=1702545670624', 'https://static.zara.net/photos///2023/I/0/1/p/2893/103/401/17/w/1920/2893103401_2_2_1.jpg?ts=1702545669802', 'https://static.zara.net/photos///2023/I/0/1/p/2893/103/401/17/w/1920/2893103401_2_3_1.jpg?ts=1702545669624', 'https://static.zara.net/photos///2023/I/0/1/p/2893/103/401/2/w/1920/2893103401_6_1_1.jpg?ts=1698772748964', 'https://static.zara.net/photos///2023/I/0/1/p/2893/103/401/2/w/1920/2893103401_6_2_1.jpg?ts=1698772748948', 'https://static.zara.net/photos///2023/I/0/1/p/2893/103/401/2/w/1920/2893103401_6_3_1.jpg?ts=1698772749484', 'https://static.zara.net/photos///2023/I/0/1/p/2893/103/401/2/w/1920/2893103401_6_4_1.jpg?ts=1698772749320', 'https://static.zara.net/photos///2023/I/0/1/p/2893/103/401/2/w/1920/2893103401_6_5_1.jpg?ts=1698772749434', 'https://static.zara.net/photos///2023/I/0/1/p/2893/103/401/2/w/1920/2893103401_6_6_1.jpg?ts=1698772749387', 'https://static.zara.net/photos///2023/I/0/1/p/2893/103/401/2/w/1920/2893103401_6_7_1.jpg?ts=1698772749387']"
100% WOOL CABLE-KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/9598/015/802/2/w/1920/9598015802_1_1_1.jpg?ts=1705503488161', 'https://static.zara.net/photos///2024/V/0/1/p/9598/015/802/2/w/1920/9598015802_2_1_1.jpg?ts=1705503487651', 'https://static.zara.net/photos///2024/V/0/1/p/9598/015/802/2/w/1920/9598015802_2_2_1.jpg?ts=1705503488609', 'https://static.zara.net/photos///2024/V/0/1/p/9598/015/802/2/w/1920/9598015802_2_4_1.jpg?ts=1705503487560', 'https://static.zara.net/photos///2024/V/0/1/p/9598/015/802/2/w/1920/9598015802_2_5_1.jpg?ts=1705503488107', 'https://static.zara.net/photos///2024/V/0/1/p/9598/015/802/2/w/1920/9598015802_2_6_1.jpg?ts=1705503487962', 'https://static.zara.net/photos///2024/V/0/1/p/9598/015/802/2/w/1920/9598015802_6_1_1.jpg?ts=1705652667827', 'https://static.zara.net/photos///2024/V/0/1/p/9598/015/802/2/w/1920/9598015802_6_2_1.jpg?ts=1705652667895', 'https://static.zara.net/photos///2024/V/0/1/p/9598/015/802/2/w/1920/9598015802_6_3_1.jpg?ts=1705652668597', 'https://static.zara.net/photos///2024/V/0/1/p/9598/015/802/2/w/1920/9598015802_6_4_1.jpg?ts=1705665745883', 'https://static.zara.net/photos///2024/V/0/1/p/9598/015/802/2/w/1920/9598015802_6_5_1.jpg?ts=1705665745597', 'https://static.zara.net/photos///2024/V/0/1/p/9598/015/802/2/w/1920/9598015802_6_6_1.jpg?ts=1705665745521']"
BEJEWELED KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/9598/004/802/2/w/1920/9598004802_1_1_1.jpg?ts=1704358446107', 'https://static.zara.net/photos///2024/V/0/1/p/9598/004/802/2/w/1920/9598004802_2_1_1.jpg?ts=1704358446378', 'https://static.zara.net/photos///2024/V/0/1/p/9598/004/802/2/w/1920/9598004802_2_2_1.jpg?ts=1704358446072', 'https://static.zara.net/photos///2024/V/0/1/p/9598/004/802/2/w/1920/9598004802_6_1_1.jpg?ts=1704356945971', 'https://static.zara.net/photos///2024/V/0/1/p/9598/004/802/2/w/1920/9598004802_6_2_1.jpg?ts=1704356946414', 'https://static.zara.net/photos///2024/V/0/1/p/9598/004/802/2/w/1920/9598004802_6_3_1.jpg?ts=1704356946600', 'https://static.zara.net/photos///2024/V/0/1/p/9598/004/802/2/w/1920/9598004802_6_4_1.jpg?ts=1704356947776', 'https://static.zara.net/photos///2024/V/0/1/p/9598/004/802/2/w/1920/9598004802_6_5_1.jpg?ts=1704356946180', 'https://static.zara.net/photos///2024/V/0/1/p/9598/004/802/2/w/1920/9598004802_6_6_1.jpg?ts=1704356944396']"
BOUCLÉ KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/6771/022/912/2/w/1920/6771022912_1_1_1.jpg?ts=1707914601493', 'https://static.zara.net/photos///2024/V/0/1/p/6771/022/912/2/w/1920/6771022912_2_1_1.jpg?ts=1707923120673', 'https://static.zara.net/photos///2024/V/0/1/p/6771/022/912/2/w/1920/6771022912_2_2_1.jpg?ts=1707914601254', 'https://static.zara.net/photos///2024/V/0/1/p/6771/022/912/2/w/1920/6771022912_2_3_1.jpg?ts=1707914601277', 'https://static.zara.net/photos///2024/V/0/1/p/6771/022/912/2/w/1920/6771022912_2_4_1.jpg?ts=1707914601437', 'https://static.zara.net/photos///2024/V/0/1/p/6771/022/912/2/w/1920/6771022912_2_5_1.jpg?ts=1707914601448', 'https://static.zara.net/photos///2024/V/0/1/p/6771/022/912/2/w/1920/6771022912_6_1_1.jpg?ts=1707930547585', 'https://static.zara.net/photos///2024/V/0/1/p/6771/022/912/2/w/1920/6771022912_6_2_1.jpg?ts=1707930543104', 'https://static.zara.net/photos///2024/V/0/1/p/6771/022/912/2/w/1920/6771022912_6_3_1.jpg?ts=1707930548053', 'https://static.zara.net/photos///2024/V/0/1/p/6771/022/912/2/w/1920/6771022912_6_4_1.jpg?ts=1707930547591']"
HEART BEADED KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/4331/003/802/2/w/1920/4331003802_1_1_1.jpg?ts=1707296577583', 'https://static.zara.net/photos///2024/V/0/1/p/4331/003/802/2/w/1920/4331003802_6_1_1.jpg?ts=1706798693822', 'https://static.zara.net/photos///2024/V/0/1/p/4331/003/802/2/w/1920/4331003802_6_2_1.jpg?ts=1706798695576', 'https://static.zara.net/photos///2024/V/0/1/p/4331/003/802/2/w/1920/4331003802_6_3_1.jpg?ts=1706798695301', 'https://static.zara.net/photos///2024/V/0/1/p/4331/003/802/2/w/1920/4331003802_6_4_1.jpg?ts=1706798696017']"
100% WOOL POCKET CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/2893/050/712/2/w/1920/2893050712_1_1_1.jpg?ts=1706102245472', 'https://static.zara.net/photos///2024/V/0/1/p/2893/050/712/2/w/1920/2893050712_2_1_1.jpg?ts=1706102245477', 'https://static.zara.net/photos///2024/V/0/1/p/2893/050/712/2/w/1920/2893050712_2_2_1.jpg?ts=1706102249264', 'https://static.zara.net/photos///2024/V/0/1/p/2893/050/712/2/w/1920/2893050712_2_3_1.jpg?ts=1706102245700', 'https://static.zara.net/photos///2024/V/0/1/p/2893/050/712/2/w/1920/2893050712_2_4_1.jpg?ts=1706102250939', 'https://static.zara.net/photos///2024/V/0/1/p/2893/050/712/2/w/1920/2893050712_6_1_1.jpg?ts=1706025332919', 'https://static.zara.net/photos///2024/V/0/1/p/2893/050/712/2/w/1920/2893050712_6_2_1.jpg?ts=1706026202255', 'https://static.zara.net/photos///2024/V/0/1/p/2893/050/712/2/w/1920/2893050712_6_3_1.jpg?ts=1706025336133', 'https://static.zara.net/photos///2024/V/0/1/p/2893/050/712/2/w/1920/2893050712_6_4_1.jpg?ts=1706025336672', 'https://static.zara.net/photos///2024/V/0/1/p/2893/050/712/2/w/1920/2893050712_6_5_1.jpg?ts=1706025340068', 'https://static.zara.net/photos///2024/V/0/1/p/2893/050/712/2/w/1920/2893050712_6_6_1.jpg?ts=1706025335538']"
BASIC KNIT CARDIGAN,"['https://static.zara.net/photos///2023/I/0/1/p/3653/112/802/12/w/1920/3653112802_1_1_1.jpg?ts=1701277368058', 'https://static.zara.net/photos///2023/I/0/1/p/3653/112/802/12/w/1920/3653112802_2_1_1.jpg?ts=1701277360988', 'https://static.zara.net/photos///2023/I/0/1/p/3653/112/802/12/w/1920/3653112802_2_2_1.jpg?ts=1701277360785', 'https://static.zara.net/photos///2023/I/0/1/p/3653/112/802/12/w/1920/3653112802_2_3_1.jpg?ts=1701277362131', 'https://static.zara.net/photos///2023/I/0/1/p/3653/112/802/12/w/1920/3653112802_2_4_1.jpg?ts=1701277366862', 'https://static.zara.net/photos///2023/I/0/1/p/3653/112/802/2/w/1920/3653112802_6_1_1.jpg?ts=1695649108643', 'https://static.zara.net/photos///2023/I/0/1/p/3653/112/802/2/w/1920/3653112802_6_2_1.jpg?ts=1695649108274', 'https://static.zara.net/photos///2023/I/0/1/p/3653/112/802/2/w/1920/3653112802_6_3_1.jpg?ts=1695649110263', 'https://static.zara.net/photos///2023/I/0/1/p/3653/112/802/2/w/1920/3653112802_6_4_1.jpg?ts=1695649110964']"
CROPPED KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/5536/153/807/17/w/1920/5536153807_2_1_1.jpg?ts=1705594749119', 'https://static.zara.net/photos///2024/V/0/1/p/5536/153/807/17/w/1920/5536153807_1_1_1.jpg?ts=1705594749064', 'https://static.zara.net/photos///2023/I/0/1/p/5536/153/807/2/w/1920/5536153807_6_1_1.jpg?ts=1696328198757', 'https://static.zara.net/photos///2023/I/0/1/p/5536/153/807/2/w/1920/5536153807_6_2_1.jpg?ts=1696328203142', 'https://static.zara.net/photos///2023/I/0/1/p/5536/153/807/2/w/1920/5536153807_6_3_1.jpg?ts=1696328203104', 'https://static.zara.net/photos///2023/I/0/1/p/5536/153/807/2/w/1920/5536153807_6_4_1.jpg?ts=1696328203025']"
METALLIC THREAD DROP STITCH KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/3991/002/330/2/w/1920/3991002330_1_1_1.jpg?ts=1706879668525', 'https://static.zara.net/photos///2024/V/0/1/p/3991/002/330/2/w/1920/3991002330_2_1_1.jpg?ts=1706879668508', 'https://static.zara.net/photos///2024/V/0/1/p/3991/002/330/2/w/1920/3991002330_2_2_1.jpg?ts=1706879668525', 'https://static.zara.net/photos///2024/V/0/1/p/3991/002/330/2/w/1920/3991002330_6_1_1.jpg?ts=1706785863090', 'https://static.zara.net/photos///2024/V/0/1/p/3991/002/330/2/w/1920/3991002330_6_2_1.jpg?ts=1706785864488', 'https://static.zara.net/photos///2024/V/0/1/p/3991/002/330/2/w/1920/3991002330_6_3_1.jpg?ts=1706785865452', 'https://static.zara.net/photos///2024/V/0/1/p/3991/002/330/2/w/1920/3991002330_6_4_1.jpg?ts=1706785865156']"
LONG 100% WOOL CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/9598/290/450/2/w/1920/9598290450_1_1_1.jpg?ts=1706713680593', 'https://static.zara.net/photos///2024/V/0/1/p/9598/290/450/2/w/1920/9598290450_2_1_1.jpg?ts=1706713683385', 'https://static.zara.net/photos///2024/V/0/1/p/9598/290/450/2/w/1920/9598290450_2_2_1.jpg?ts=1706713681394', 'https://static.zara.net/photos///2024/V/0/1/p/9598/290/450/2/w/1920/9598290450_2_3_1.jpg?ts=1706713681335', 'https://static.zara.net/photos///2024/V/0/1/p/9598/290/450/2/w/1920/9598290450_2_4_1.jpg?ts=1706713681402', 'https://static.zara.net/photos///2024/V/0/1/p/9598/290/450/2/w/1920/9598290450_6_1_1.jpg?ts=1706702311827', 'https://static.zara.net/photos///2024/V/0/1/p/9598/290/450/2/w/1920/9598290450_6_2_1.jpg?ts=1706702311804', 'https://static.zara.net/photos///2024/V/0/1/p/9598/290/450/2/w/1920/9598290450_6_3_1.jpg?ts=1706702313145', 'https://static.zara.net/photos///2024/V/0/1/p/9598/290/450/2/w/1920/9598290450_6_4_1.jpg?ts=1706702313041', 'https://static.zara.net/photos///2024/V/0/1/p/9598/290/450/2/w/1920/9598290450_6_5_1.jpg?ts=1706702311827', 'https://static.zara.net/photos///2024/V/0/1/p/9598/290/450/2/w/1920/9598290450_6_6_1.jpg?ts=1706702313267', 'https://static.zara.net/photos///2024/V/0/1/p/9598/290/450/2/w/1920/9598290450_6_7_1.jpg?ts=1706702310877']"
