name,images
BUTTONED KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/0506/110/105/17/w/1920/0506110105_2_1_1.jpg?ts=1701955109578', 'https://static.zara.net/photos///2024/V/0/1/p/0506/110/105/17/w/1920/0506110105_2_2_1.jpg?ts=1701955109580', 'https://static.zara.net/photos///2024/V/0/1/p/0506/110/105/17/w/1920/0506110105_2_3_1.jpg?ts=1701955109389', 'https://static.zara.net/photos///2024/V/0/1/p/0506/110/105/17/w/1920/0506110105_2_4_1.jpg?ts=1701955109495', 'https://static.zara.net/photos///2023/I/0/1/p/0506/110/105/2/w/1920/0506110105_6_1_1.jpg?ts=1696237132914', 'https://static.zara.net/photos///2023/I/0/1/p/0506/110/105/2/w/1920/0506110105_6_2_1.jpg?ts=1696237131311', 'https://static.zara.net/photos///2023/I/0/1/p/0506/110/105/2/w/1920/0506110105_6_3_1.jpg?ts=1696237137861', 'https://static.zara.net/photos///2023/I/0/1/p/0506/110/105/2/w/1920/0506110105_6_4_1.jpg?ts=1696237136932']"
BASIC KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/2142/203/804/2/w/1920/2142203804_1_1_1.jpg?ts=1706196072045', 'https://static.zara.net/photos///2024/V/0/1/p/2142/203/804/2/w/1920/2142203804_2_1_1.jpg?ts=1706196072121', 'https://static.zara.net/photos///2024/V/0/1/p/2142/203/804/2/w/1920/2142203804_2_2_1.jpg?ts=1706196072508', 'https://static.zara.net/photos///2024/V/0/1/p/2142/203/804/2/w/1920/2142203804_2_3_1.jpg?ts=1706196071207', 'https://static.zara.net/photos///2024/V/0/1/p/2142/203/804/2/w/1920/2142203804_2_4_1.jpg?ts=1706196071184', 'https://static.zara.net/photos///2024/V/0/1/p/2142/203/804/2/w/1920/2142203804_2_5_1.jpg?ts=1706196071647', 'https://static.zara.net/photos///2024/V/0/1/p/2142/203/804/2/w/1920/2142203804_6_1_1.jpg?ts=1706184162149', 'https://static.zara.net/photos///2024/V/0/1/p/2142/203/804/2/w/1920/2142203804_6_2_1.jpg?ts=1706184162992', 'https://static.zara.net/photos///2024/V/0/1/p/2142/203/804/2/w/1920/2142203804_6_3_1.jpg?ts=1706184161688']"
STRUCTURED KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/4760/100/712/2/w/1920/4760100712_1_1_1.jpg?ts=1706274639759', 'https://static.zara.net/photos///2024/V/0/1/p/4760/100/712/2/w/1920/4760100712_2_1_1.jpg?ts=1706274639764', 'https://static.zara.net/photos///2024/V/0/1/p/4760/100/712/2/w/1920/4760100712_2_2_1.jpg?ts=1706274639721', 'https://static.zara.net/photos///2024/V/0/1/p/4760/100/712/2/w/1920/4760100712_6_1_1.jpg?ts=1706197134867', 'https://static.zara.net/photos///2024/V/0/1/p/4760/100/712/2/w/1920/4760100712_6_2_1.jpg?ts=1706197135304', 'https://static.zara.net/photos///2024/V/0/1/p/4760/100/712/2/w/1920/4760100712_6_3_1.jpg?ts=1706197135550', 'https://static.zara.net/photos///2024/V/0/1/p/4760/100/712/2/w/1920/4760100712_6_4_1.jpg?ts=1706197134903']"
EXTRA FINE KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/9598/034/081/2/w/1920/9598034081_1_1_1.jpg?ts=1707931476510', 'https://static.zara.net/photos///2024/V/0/1/p/9598/034/081/2/w/1920/9598034081_2_1_1.jpg?ts=1707931476008', 'https://static.zara.net/photos///2024/V/0/1/p/9598/034/081/2/w/1920/9598034081_2_2_1.jpg?ts=1707931475722', 'https://static.zara.net/photos///2024/V/0/1/p/9598/034/081/2/w/1920/9598034081_2_3_1.jpg?ts=1707931476013', 'https://static.zara.net/photos///2024/V/0/1/p/9598/034/081/2/w/1920/9598034081_6_1_1.jpg?ts=1707930543334', 'https://static.zara.net/photos///2024/V/0/1/p/9598/034/081/2/w/1920/9598034081_6_2_1.jpg?ts=1707930540226', 'https://static.zara.net/photos///2024/V/0/1/p/9598/034/081/2/w/1920/9598034081_6_3_1.jpg?ts=1707930548601']"
CONTRAST TRIM KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/2142/004/814/2/w/1920/2142004814_1_1_1.jpg?ts=1705672369455', 'https://static.zara.net/photos///2024/V/0/1/p/2142/004/814/2/w/1920/2142004814_6_1_1.jpg?ts=1705509670941', 'https://static.zara.net/photos///2024/V/0/1/p/2142/004/814/2/w/1920/2142004814_6_2_1.jpg?ts=1705509670315', 'https://static.zara.net/photos///2024/V/0/1/p/2142/004/814/2/w/1920/2142004814_6_3_1.jpg?ts=1705509669777', 'https://static.zara.net/photos///2024/V/0/1/p/2142/004/814/2/w/1920/2142004814_6_4_1.jpg?ts=1705509670679']"
TIED WOOL CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/1758/910/802/2/w/1920/1758910802_1_1_1.jpg?ts=1707477781341', 'https://static.zara.net/photos///2024/V/0/1/p/1758/910/802/2/w/1920/1758910802_2_1_1.jpg?ts=1707477781156', 'https://static.zara.net/photos///2024/V/0/1/p/1758/910/802/2/w/1920/1758910802_2_2_1.jpg?ts=1707477781309', 'https://static.zara.net/photos///2023/I/0/1/p/1758/910/802/2/w/1920/1758910802_6_1_1.jpg?ts=1692949873275', 'https://static.zara.net/photos///2023/I/0/1/p/1758/910/802/2/w/1920/1758910802_6_2_1.jpg?ts=1692949873446', 'https://static.zara.net/photos///2023/I/0/1/p/1758/910/802/2/w/1920/1758910802_6_3_1.jpg?ts=1692949874339', 'https://static.zara.net/photos///2023/I/0/1/p/1758/910/802/2/w/1920/1758910802_6_4_1.jpg?ts=1692950148065']"
BEJEWELED KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/3859/001/812/2/w/1920/3859001812_1_1_1.jpg?ts=1707486729508', 'https://static.zara.net/photos///2024/V/0/1/p/3859/001/812/2/w/1920/3859001812_2_1_1.jpg?ts=1707486729541', 'https://static.zara.net/photos///2024/V/0/1/p/3859/001/812/2/w/1920/3859001812_2_2_1.jpg?ts=1707486729552', 'https://static.zara.net/photos///2024/V/0/1/p/3859/001/812/2/w/1920/3859001812_2_3_1.jpg?ts=1707486729605', 'https://static.zara.net/photos///2024/V/0/1/p/3859/001/812/2/w/1920/3859001812_2_4_1.jpg?ts=1707486729312', 'https://static.zara.net/photos///2024/V/0/1/p/3859/001/812/2/w/1920/3859001812_2_5_1.jpg?ts=1707486729533', 'https://static.zara.net/photos///2024/V/0/1/p/3859/001/812/2/w/1920/3859001812_6_1_1.jpg?ts=1707511074734', 'https://static.zara.net/photos///2024/V/0/1/p/3859/001/812/2/w/1920/3859001812_6_2_1.jpg?ts=1707511074864', 'https://static.zara.net/photos///2024/V/0/1/p/3859/001/812/2/w/1920/3859001812_6_3_1.jpg?ts=1707511074881', 'https://static.zara.net/photos///2024/V/0/1/p/3859/001/812/2/w/1920/3859001812_6_4_1.jpg?ts=1707511077594']"
RIBBED KNIT ZIP CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/3519/006/800/2/w/1920/3519006800_1_1_1.jpg?ts=1705504661429', 'https://static.zara.net/photos///2024/V/0/1/p/3519/006/800/2/w/1920/3519006800_2_1_1.jpg?ts=1705504661580', 'https://static.zara.net/photos///2024/V/0/1/p/3519/006/800/2/w/1920/3519006800_2_2_1.jpg?ts=1705504661384', 'https://static.zara.net/photos///2024/V/0/1/p/3519/006/800/2/w/1920/3519006800_2_3_1.jpg?ts=1705504661279', 'https://static.zara.net/photos///2024/V/0/1/p/3519/006/800/2/w/1920/3519006800_2_4_1.jpg?ts=1705504661435', 'https://static.zara.net/photos///2024/V/0/1/p/3519/006/800/2/w/1920/3519006800_2_5_1.jpg?ts=1705504660824', 'https://static.zara.net/photos///2024/V/0/1/p/3519/006/800/2/w/1920/3519006800_6_1_1.jpg?ts=1705418636142', 'https://static.zara.net/photos///2024/V/0/1/p/3519/006/800/2/w/1920/3519006800_6_2_1.jpg?ts=1705418635193', 'https://static.zara.net/photos///2024/V/0/1/p/3519/006/800/2/w/1920/3519006800_6_3_1.jpg?ts=1705418635528', 'https://static.zara.net/photos///2024/V/0/1/p/3519/006/800/2/w/1920/3519006800_6_4_1.jpg?ts=1705418636513', 'https://static.zara.net/photos///2024/V/0/1/p/3519/006/800/2/w/1920/3519006800_6_5_1.jpg?ts=1705418635461']"
FINE RIBBED KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/3646/003/832/2/w/1920/3646003832_1_1_1.jpg?ts=1707333968512', 'https://static.zara.net/photos///2024/V/0/1/p/3646/003/832/2/w/1920/3646003832_2_1_1.jpg?ts=1707233092735', 'https://static.zara.net/photos///2024/V/0/1/p/3646/003/832/2/w/1920/3646003832_2_2_1.jpg?ts=1707333967388', 'https://static.zara.net/photos///2024/V/0/1/p/3646/003/832/2/w/1920/3646003832_2_3_1.jpg?ts=1707233092918', 'https://static.zara.net/photos///2024/V/0/1/p/3646/003/832/2/w/1920/3646003832_6_1_1.jpg?ts=1707511044131', 'https://static.zara.net/photos///2024/V/0/1/p/3646/003/832/2/w/1920/3646003832_6_2_1.jpg?ts=1707511074325', 'https://static.zara.net/photos///2024/V/0/1/p/3646/003/832/2/w/1920/3646003832_6_3_1.jpg?ts=1707511077071', 'https://static.zara.net/photos///2024/V/0/1/p/3646/003/832/2/w/1920/3646003832_6_4_1.jpg?ts=1707511074345']"
MESH KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/0021/003/330/2/w/1920/0021003330_1_1_1.jpg?ts=1707488716559', 'https://static.zara.net/photos///2024/V/0/1/p/0021/003/330/2/w/1920/0021003330_2_1_1.jpg?ts=1707735952563', 'https://static.zara.net/photos///2024/V/0/1/p/0021/003/330/2/w/1920/0021003330_2_2_1.jpg?ts=1707735952828', 'https://static.zara.net/photos///2024/V/0/1/p/0021/003/330/2/w/1920/0021003330_2_5_1.jpg?ts=1707488716207', 'https://static.zara.net/photos///2024/V/0/1/p/0021/003/330/2/w/1920/0021003330_6_1_1.jpg?ts=1707510927048', 'https://static.zara.net/photos///2024/V/0/1/p/0021/003/330/2/w/1920/0021003330_6_2_1.jpg?ts=1707510927115', 'https://static.zara.net/photos///2024/V/0/1/p/0021/003/330/2/w/1920/0021003330_6_3_1.jpg?ts=1707510927707', 'https://static.zara.net/photos///2024/V/0/1/p/0021/003/330/2/w/1920/0021003330_6_4_1.jpg?ts=1707510927176', 'https://static.zara.net/photos///2024/V/0/1/p/0021/003/330/2/w/1920/0021003330_6_5_1.jpg?ts=1707510927834']"
BEJEWELED KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/9598/023/802/2/w/1920/9598023802_2_1_1.jpg?ts=1705503487876', 'https://static.zara.net/photos///2024/V/0/1/p/9598/023/802/2/w/1920/9598023802_2_2_1.jpg?ts=1705503488868', 'https://static.zara.net/photos///2024/V/0/1/p/9598/023/802/2/w/1920/9598023802_2_3_1.jpg?ts=1705503487870', 'https://static.zara.net/photos///2024/V/0/1/p/9598/023/802/2/w/1920/9598023802_2_5_1.jpg?ts=1705503488362', 'https://static.zara.net/photos///2024/V/0/1/p/9598/023/802/2/w/1920/9598023802_2_6_1.jpg?ts=1705503488162', 'https://static.zara.net/photos///2024/V/0/1/p/9598/023/802/2/w/1920/9598023802_6_1_1.jpg?ts=1705338968510', 'https://static.zara.net/photos///2024/V/0/1/p/9598/023/802/2/w/1920/9598023802_6_2_1.jpg?ts=1705338968813', 'https://static.zara.net/photos///2024/V/0/1/p/9598/023/802/2/w/1920/9598023802_6_3_1.jpg?ts=1705338974169']"
KNIT CARDIGAN WITH SHORT SLEEVES,"['https://static.zara.net/photos///2024/V/0/1/p/1509/026/803/2/w/1920/1509026803_1_1_1.jpg?ts=1708007466166', 'https://static.zara.net/photos///2024/V/0/1/p/1509/026/803/2/w/1920/1509026803_2_1_1.jpg?ts=1708007468420', 'https://static.zara.net/photos///2024/V/0/1/p/1509/026/803/2/w/1920/1509026803_2_2_1.jpg?ts=1708007468143', 'https://static.zara.net/photos///2024/V/0/1/p/1509/026/803/2/w/1920/1509026803_2_3_1.jpg?ts=1708007468034', 'https://static.zara.net/photos///2024/V/0/1/p/1509/026/803/2/w/1920/1509026803_2_4_1.jpg?ts=1708007468307', 'https://static.zara.net/photos///2024/V/0/1/p/1509/026/803/2/w/1920/1509026803_2_5_1.jpg?ts=1708007466546', 'https://static.zara.net/photos///2024/V/0/1/p/1509/026/803/2/w/1920/1509026803_6_1_1.jpg?ts=1707930116768', 'https://static.zara.net/photos///2024/V/0/1/p/1509/026/803/2/w/1920/1509026803_6_2_1.jpg?ts=1707930116581', 'https://static.zara.net/photos///2024/V/0/1/p/1509/026/803/2/w/1920/1509026803_6_3_1.jpg?ts=1707930119111']"
BUTTONED 100% WOOL CARDIGAN,"['https://static.zara.net/photos///2023/I/0/1/p/2893/164/922/2/w/1920/2893164922_1_1_1.jpg?ts=1700651781662', 'https://static.zara.net/photos///2023/I/0/1/p/2893/164/922/2/w/1920/2893164922_2_1_1.jpg?ts=1700651781872', 'https://static.zara.net/photos///2023/I/0/1/p/2893/164/922/2/w/1920/2893164922_2_2_1.jpg?ts=1700651782489', 'https://static.zara.net/photos///2023/I/0/1/p/2893/164/922/2/w/1920/2893164922_2_3_1.jpg?ts=1700651781599', 'https://static.zara.net/photos///2023/I/0/1/p/2893/164/922/2/w/1920/2893164922_2_4_1.jpg?ts=1700651781553', 'https://static.zara.net/photos///2024/V/0/1/p/2893/164/922/2/w/1920/2893164922_6_1_1.jpg?ts=1705652668385', 'https://static.zara.net/photos///2024/V/0/1/p/2893/164/922/2/w/1920/2893164922_6_2_1.jpg?ts=1705652668340', 'https://static.zara.net/photos///2024/V/0/1/p/2893/164/922/2/w/1920/2893164922_6_3_1.jpg?ts=1705652668626', 'https://static.zara.net/photos///2024/V/0/1/p/2893/164/922/2/w/1920/2893164922_6_4_1.jpg?ts=1705652668658', 'https://static.zara.net/photos///2024/V/0/1/p/2893/164/922/2/w/1920/2893164922_6_5_1.jpg?ts=1705652668686']"
CROP 100% WOOL CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/2142/243/183/2/w/1920/2142243183_2_1_1.jpg?ts=1705662419631', 'https://static.zara.net/photos///2024/V/0/1/p/2142/243/183/2/w/1920/2142243183_1_1_1.jpg?ts=1705662417777', 'https://static.zara.net/photos///2024/V/0/1/p/2142/243/183/2/w/1920/2142243183_2_2_1.jpg?ts=1705662418474', 'https://static.zara.net/photos///2024/V/0/1/p/2142/243/183/2/w/1920/2142243183_2_3_1.jpg?ts=1705662418237', 'https://static.zara.net/photos///2024/V/0/1/p/2142/243/183/2/w/1920/2142243183_2_4_1.jpg?ts=1705662418447', 'https://static.zara.net/photos///2024/V/0/1/p/2142/243/183/2/w/1920/2142243183_6_1_1.jpg?ts=1705408578008', 'https://static.zara.net/photos///2024/V/0/1/p/2142/243/183/2/w/1920/2142243183_6_2_1.jpg?ts=1705408578124', 'https://static.zara.net/photos///2024/V/0/1/p/2142/243/183/2/w/1920/2142243183_6_3_1.jpg?ts=1705408578376']"
WOOL AND CASHMERE BLEND RIB CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/2893/055/809/2/w/1920/2893055809_1_1_1.jpg?ts=1706196072024', 'https://static.zara.net/photos///2024/V/0/1/p/2893/055/809/2/w/1920/2893055809_2_1_1.jpg?ts=1706196747263', 'https://static.zara.net/photos///2024/V/0/1/p/2893/055/809/2/w/1920/2893055809_2_2_1.jpg?ts=1706196071253', 'https://static.zara.net/photos///2024/V/0/1/p/2893/055/809/2/w/1920/2893055809_2_3_1.jpg?ts=1706196073712', 'https://static.zara.net/photos///2024/V/0/1/p/2893/055/809/2/w/1920/2893055809_6_1_1.jpg?ts=1706199432041', 'https://static.zara.net/photos///2024/V/0/1/p/2893/055/809/2/w/1920/2893055809_6_2_1.jpg?ts=1706199431832', 'https://static.zara.net/photos///2024/V/0/1/p/2893/055/809/2/w/1920/2893055809_6_3_1.jpg?ts=1706199434530', 'https://static.zara.net/photos///2024/V/0/1/p/2893/055/809/2/w/1920/2893055809_6_4_1.jpg?ts=1706199435597', 'https://static.zara.net/photos///2024/V/0/1/p/2893/055/809/2/w/1920/2893055809_6_5_1.jpg?ts=1706199434841', 'https://static.zara.net/photos///2024/V/0/1/p/2893/055/809/2/w/1920/2893055809_6_6_1.jpg?ts=1706199434140']"
100% WOOL KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/2893/002/811/2/w/1920/2893002811_1_1_1.jpg?ts=1704891387488', 'https://static.zara.net/photos///2024/V/0/1/p/2893/002/811/2/w/1920/2893002811_2_1_1.jpg?ts=1704891387557', 'https://static.zara.net/photos///2024/V/0/1/p/2893/002/811/2/w/1920/2893002811_6_1_1.jpg?ts=1705652668176', 'https://static.zara.net/photos///2024/V/0/1/p/2893/002/811/2/w/1920/2893002811_6_2_1.jpg?ts=1705652668379', 'https://static.zara.net/photos///2024/V/0/1/p/2893/002/811/2/w/1920/2893002811_6_3_1.jpg?ts=1704985932616', 'https://static.zara.net/photos///2024/V/0/1/p/2893/002/811/2/w/1920/2893002811_6_4_1.jpg?ts=1705665745565', 'https://static.zara.net/photos///2024/V/0/1/p/2893/002/811/2/w/1920/2893002811_6_5_1.jpg?ts=1705665745622', 'https://static.zara.net/photos///2024/V/0/1/p/2893/002/811/2/w/1920/2893002811_6_6_1.jpg?ts=1705665745851']"
FLOWER BUTTON FAUX FUR KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/9598/376/800/2/w/1920/9598376800_1_1_1.jpg?ts=1701362158198', 'https://static.zara.net/photos///2024/V/0/1/p/9598/376/800/2/w/1920/9598376800_2_1_1.jpg?ts=1701362157990', 'https://static.zara.net/photos///2024/V/0/1/p/9598/376/800/2/w/1920/9598376800_2_2_1.jpg?ts=1701362158016', 'https://static.zara.net/photos///2024/V/0/1/p/9598/376/800/2/w/1920/9598376800_2_3_1.jpg?ts=1701362158030', 'https://static.zara.net/photos///2024/V/0/1/p/9598/376/800/2/w/1920/9598376800_2_4_1.jpg?ts=1701362158051', 'https://static.zara.net/photos///2024/V/0/1/p/9598/376/800/2/w/1920/9598376800_2_5_1.jpg?ts=1701362158046', 'https://static.zara.net/photos///2024/V/0/1/p/9598/376/800/2/w/1920/9598376800_6_1_1.jpg?ts=1701273668246', 'https://static.zara.net/photos///2024/V/0/1/p/9598/376/800/2/w/1920/9598376800_6_2_1.jpg?ts=1701273668161', 'https://static.zara.net/photos///2024/V/0/1/p/9598/376/800/2/w/1920/9598376800_6_3_1.jpg?ts=1701273668590', 'https://static.zara.net/photos///2024/V/0/1/p/9598/376/800/2/w/1920/9598376800_6_4_1.jpg?ts=1701273668646']"
STRIPED KNIT CARDIGAN,"['https://static.zara.net/photos///2024/V/0/1/p/6771/008/104/2/w/1920/6771008104_1_1_1.jpg?ts=1707923926058', 'https://static.zara.net/photos///2024/V/0/1/p/6771/008/104/2/w/1920/6771008104_2_1_1.jpg?ts=1707923926474', 'https://static.zara.net/photos///2024/V/0/1/p/6771/008/104/2/w/1920/6771008104_2_2_1.jpg?ts=1707923926823', 'https://static.zara.net/photos///2024/V/0/1/p/6771/008/104/2/w/1920/6771008104_6_1_1.jpg?ts=1707997857232', 'https://static.zara.net/photos///2024/V/0/1/p/6771/008/104/2/w/1920/6771008104_6_2_1.jpg?ts=1707997857198', 'https://static.zara.net/photos///2024/V/0/1/p/6771/008/104/2/w/1920/6771008104_6_3_1.jpg?ts=1707997856321']"
KNIT WRAP TOP,"['https://static.zara.net/photos///2024/V/0/1/p/6771/005/712/2/w/1920/6771005712_1_1_1.jpg?ts=1707736539547', 'https://static.zara.net/photos///2024/V/0/1/p/6771/005/712/2/w/1920/6771005712_2_1_1.jpg?ts=1707736540018', 'https://static.zara.net/photos///2024/V/0/1/p/6771/005/712/2/w/1920/6771005712_2_2_1.jpg?ts=1707736539963', 'https://static.zara.net/photos///2024/V/0/1/p/6771/005/712/2/w/1920/6771005712_2_3_1.jpg?ts=1707736539672', 'https://static.zara.net/photos///2024/V/0/1/p/6771/005/712/2/w/1920/6771005712_2_4_1.jpg?ts=1707736539492', 'https://static.zara.net/photos///2024/V/0/1/p/6771/005/712/2/w/1920/6771005712_6_1_1.jpg?ts=1707136577602', 'https://static.zara.net/photos///2024/V/0/1/p/6771/005/712/2/w/1920/6771005712_6_2_1.jpg?ts=1707136577603', 'https://static.zara.net/photos///2024/V/0/1/p/6771/005/712/2/w/1920/6771005712_6_3_1.jpg?ts=1707136576279', 'https://static.zara.net/photos///2024/V/0/1/p/6771/005/712/2/w/1920/6771005712_6_4_1.jpg?ts=1707136577634']"
KNIT WRAP TOP,"['https://static.zara.net/photos///2023/I/0/1/p/2893/152/706/2/w/1920/2893152706_6_1_1.jpg?ts=1696928279794', 'https://static.zara.net/photos///2023/I/0/1/p/2893/152/706/2/w/1920/2893152706_1_1_1.jpg?ts=1697023394813', 'https://static.zara.net/photos///2024/V/0/1/p/2893/152/706/2/w/1920/2893152706_6_2_1.jpg?ts=1702382240153', 'https://static.zara.net/photos///2023/I/0/1/p/2893/152/706/2/w/1920/2893152706_6_3_1.jpg?ts=1696928282464', 'https://static.zara.net/photos///2023/I/0/1/p/2893/152/706/2/w/1920/2893152706_6_4_1.jpg?ts=1696928281780']"
ASYMMETRIC HOODED KNIT SWEATER,"['https://static.zara.net/photos///2024/V/0/1/p/6771/002/802/2/w/1920/6771002802_1_1_1.jpg?ts=1704358446164', 'https://static.zara.net/photos///2024/V/0/1/p/6771/002/802/2/w/1920/6771002802_2_1_1.jpg?ts=1704358446725', 'https://static.zara.net/photos///2024/V/0/1/p/6771/002/802/2/w/1920/6771002802_2_2_1.jpg?ts=1704358446541', 'https://static.zara.net/photos///2024/V/0/1/p/6771/002/802/2/w/1920/6771002802_2_3_1.jpg?ts=1704358446743', 'https://static.zara.net/photos///2024/V/0/1/p/6771/002/802/2/w/1920/6771002802_2_4_1.jpg?ts=1704358446581', 'https://static.zara.net/photos///2024/V/0/1/p/6771/002/802/2/w/1920/6771002802_6_1_1.jpg?ts=1704356946203', 'https://static.zara.net/photos///2024/V/0/1/p/6771/002/802/2/w/1920/6771002802_6_2_1.jpg?ts=1704356945912', 'https://static.zara.net/photos///2024/V/0/1/p/6771/002/802/2/w/1920/6771002802_6_3_1.jpg?ts=1704356947770', 'https://static.zara.net/photos///2024/V/0/1/p/6771/002/802/2/w/1920/6771002802_6_4_1.jpg?ts=1704356948865', 'https://static.zara.net/photos///2024/V/0/1/p/6771/002/802/2/w/1920/6771002802_6_5_1.jpg?ts=1704356948690', 'https://static.zara.net/photos///2024/V/0/1/p/6771/002/802/2/w/1920/6771002802_6_6_1.jpg?ts=1704356948547']"
SATIN EFFECT PRINTED PAJAMA SHIRT STYLE TOP,"['https://static.zara.net/photos///2024/V/0/1/p/9034/037/300/2/w/1920/9034037300_1_1_1.jpg?ts=1706701882132', 'https://static.zara.net/photos///2024/V/0/1/p/9034/037/300/2/w/1920/9034037300_2_1_1.jpg?ts=1706701882759', 'https://static.zara.net/photos///2024/V/0/1/p/9034/037/300/2/w/1920/9034037300_2_2_1.jpg?ts=1706701882134', 'https://static.zara.net/photos///2024/V/0/1/p/9034/037/300/2/w/1920/9034037300_2_3_1.jpg?ts=1706701882061', 'https://static.zara.net/photos///2024/V/0/1/p/9034/037/300/2/w/1920/9034037300_6_1_1.jpg?ts=1706702311634', 'https://static.zara.net/photos///2024/V/0/1/p/9034/037/300/2/w/1920/9034037300_6_2_1.jpg?ts=1706702310424', 'https://static.zara.net/photos///2024/V/0/1/p/9034/037/300/2/w/1920/9034037300_6_3_1.jpg?ts=1706702313207', 'https://static.zara.net/photos///2024/V/0/1/p/9034/037/300/2/w/1920/9034037300_6_4_1.jpg?ts=1706702313204']"
POINTELLE KNIT CARDIGAN,"['https://static.zara.net/photos///2023/I/0/1/p/4331/133/800/2/w/1920/4331133800_1_1_1.jpg?ts=1695387807743', 'https://static.zara.net/photos///2023/I/0/1/p/4331/133/800/2/w/1920/4331133800_2_1_1.jpg?ts=1695387809459', 'https://static.zara.net/photos///2023/I/0/1/p/4331/133/800/2/w/1920/4331133800_2_2_1.jpg?ts=1695387809394', 'https://static.zara.net/photos///2023/I/0/1/p/4331/133/800/2/w/1920/4331133800_2_3_1.jpg?ts=1695387807726', 'https://static.zara.net/photos///2023/I/0/1/p/4331/133/800/2/w/1920/4331133800_2_4_1.jpg?ts=1695387807729', 'https://static.zara.net/photos///2023/I/0/1/p/4331/133/800/2/w/1920/4331133800_6_1_1.jpg?ts=1695365473127', 'https://static.zara.net/photos///2023/I/0/1/p/4331/133/800/2/w/1920/4331133800_6_2_1.jpg?ts=1695365473150', 'https://static.zara.net/photos///2023/I/0/1/p/4331/133/800/2/w/1920/4331133800_6_3_1.jpg?ts=1695365474036']"
